"DBN","School.Name","pct_female","pct_male","pct_asian","pct_black","pct_hispanic","pct_multi.racial","pct_native_american","pct_white","pct_disabilities","pct_eng_learners","pct_poverty","economic_need_index","school_name","total_students","students_temp_housing","pct_temp_housing","students_residing_shelter","residing_dhs_shelter","residing_non_dhs_shelter","doubled_up"
"21K228","I.S. 228 David A. Boody",47.9,52.1,29,2,23.6,1.4,0.4,43.4,15.4,12.8,80.2,69.8,"I.S. 228 David A. Boody",1576,"75",4.75888327,"11","s","s","62"
"21K238","P.S. 238 Anne Sullivan",50.8,49.2,23.8,2.4,43.2,0.7,0.2,29.8,19.4,45.6,93.1,92.3,"P.S. 238 Anne Sullivan",600,"43",7.16666654,"s","s","s","41"
"21K239","Mark Twain I.S. 239 for the Gifted & Talented",54.1,45.9,34.2,11.1,11.2,5.2,0.4,37.6,13.2,2.4,46.7,46,"Mark Twain I.S. 239 for the Gifted & Talented",1253,"23",1.83559451,"s","s","s","20"
"21K253","P.S. 253",45,55,30.9,0.9,27.2,2,0.9,38.3,15.9,28.5,90.2,88.7,"P.S. 253",945,"57",6.03174604,"10","s","s","45"
"21K281","I.S. 281 Joseph B Cavallaro",47.5,52.5,41,6.2,26.7,1.1,0.6,24.4,18.1,25.2,84.8,80.6,"I.S. 281 Joseph B Cavallaro",1291,"104",8.0557704,"26","13","13","78"
"21K288","P.S. 288 The Shirley Tanyhill",50.9,49.1,1.1,62.8,30.2,0,0.6,5.3,27.7,3.6,95,95,"P.S. 288 The Shirley Tanyhill",571,"137",23.99299443,"128","42","86","s"
"21K303","I.S. 303 Herbert S. Eisenberg",44,56,19.5,12.6,26,0.8,0.8,40.4,15.9,37.3,90.7,89.5,"I.S. 303 Herbert S. Eisenberg",420,"56",13.33333403,"13","s","s","41"
"21K329","P.S. 329 Surfside",50.6,49.4,3.6,56.8,31.3,1.8,5.4,1.2,26.2,5.1,95,95,"P.S. 329 Surfside",364,"66",18.13186854,"41","31","10","24"
"21K337","International High School at Lafayette",40.8,59.2,12.4,4.3,53.7,0.9,0,28.7,2.3,89.1,90.5,95,"International High School at Lafayette",363,"180",49.5867759,"8","s","s","172"
"21K344","Rachel Carson High School for Coastal Studies",45.2,54.8,13.2,9.1,20.7,0.8,0.2,54.5,19.7,22.3,78.1,82.1,"Rachel Carson High School for Coastal Studies",603,"47",7.79436156,"7","s","s","39"
"21K348","High School of Sports Management",24.9,75.1,13.9,15.4,36.4,0,0.6,28.1,18.6,47.6,79.3,93.7,"High School of Sports Management",385,"32",8.31168815,"7","s","s","24"
"21K410","Abraham Lincoln High School",46.2,53.8,14.9,37.8,29.9,0.8,1.3,14.6,16.4,14.9,79.7,83,"Abraham Lincoln High School",2162,"221",10.22201702,"68","27","41","142"
"21K468","Kingsborough Early College School",49.4,50.6,8.1,21.6,41.3,2.1,1,26,21,5,78,78.7,"Kingsborough Early College School",740,"45",6.08108118,"s","s","s","39"
"21K525","Edward R. Murrow High School",58,41.9,22.9,19.2,23.8,1.8,0.7,30.2,18,8.5,66.4,65.4,"Edward R. Murrow High School",3516,"210",5.9726961,"38","25","13","161"
"21K540","John Dewey High School",52.1,47.9,28.9,18.9,26.7,0.7,0.6,22.6,15.1,18.1,87.3,84.1,"John Dewey High School",2248,"210",9.34163705,"34","23","11","170"
"21K559","Life Academy High School for Film and Music",52.3,47.7,11.7,11.7,49.5,1.4,0.5,25.2,19.4,41.9,85.1,91.3,"Life Academy High School for Film and Music",235,"29",12.3404257,"s","s","s","23"
"21K572","Leaders High School",45.5,54.5,16.8,7.9,44.2,0.8,0.3,25.7,23,11.7,81,79.9,"Leaders High School",379,"17",4.48548831,"s","s","s","9"
"21K620","William E. Grady Career and Technical Education Hi",28.8,71.1,9.5,32.6,29.8,0.6,1.1,25.4,28.9,19.4,84.2,83.1,"William E. Grady Career and Technical Education Hi",666,"66",9.90990996,"22","10","12","42"
"21K690","Brooklyn Studio Secondary School",46.1,53.9,16,2.7,38.6,0.7,0.2,41.8,18.7,22.6,80.1,83.7,"Brooklyn Studio Secondary School",898,"65",7.2383076,"s","s","s","60"
"21K728","Liberation Diploma Plus",45,55,3.3,37.3,47.8,0.5,0,11,34,7.2,93.8,92,"Liberation Diploma Plus",220,"19",8.6363636,"7","s","s","7"
"22K014","J.H.S. 014 Shell Bank",48.3,51.7,14.9,26.4,22.3,0.2,0.8,34.9,28.5,33.3,90.3,87.6,"J.H.S. 014 Shell Bank",525,"74",14.09523785,"44","s","s","28"
"22K052","P.S. 052 Sheepshead Bay",48,52,19.2,8.9,16.5,2.1,0.6,52.8,14.1,36.2,85.1,80.5,"P.S. 052 Sheepshead Bay",768,"85",11.06770858,"51","s","s","29"
"22K078","J.H.S. 078 Roy H. Mann",47.2,52.8,10,51.1,16.9,1.7,0.7,18.4,26.2,9,68.7,64.5,"J.H.S. 078 Roy H. Mann",634,"75",11.82965264,"22","8","14","51"
"22K109","P.S. 109",46.9,53.1,4.1,72.7,18.7,1.1,0.6,2.6,26,13.5,88.6,85.4,"P.S. 109",604,"210",34.76821184,"148","125","23","62"
"22K119","P.S. 119 Amersfort",51.4,48.6,25.7,49.9,14.9,2.3,1.5,5.3,17.9,13.1,80.6,79.8,"P.S. 119 Amersfort",452,"80",17.69911498,"35","s","s","40"
"22K134","P.S. K134",47.8,52.2,42.5,3.8,7.4,1.5,1.7,43.1,15.6,17.5,90.1,83.9,"P.S. K134",539,"12",2.22634505,"s","s","s","9"
"22K139","P.S. 139 Alexine A. Fenty",50.6,49.4,13.4,17.2,39.8,7.7,1,21,18.7,15.8,68.1,66.8,"P.S. 139 Alexine A. Fenty",743,"95",12.78600246,"32","9","23","61"
"22K152","School of Science & Technology",47.2,52.8,10.6,48.1,27.2,3.1,1.8,9.2,20.4,21.5,91,87.5,"School of Science & Technology",578,"142",24.56747442,"88","20","68","54"
"22K193","P.S. 193 Gil Hodges",48.6,51.4,20.2,25,15.6,3.4,3.8,31.8,15.8,17,75.2,71.4,"P.S. 193 Gil Hodges",557,"51",9.15619358,"37","9","28","12"
"22K194","P.S. 194 Raoul Wallenberg",44.7,55.3,18.1,40.6,26.3,0.8,0.6,13.5,26.3,22.1,91.8,89.7,"P.S. 194 Raoul Wallenberg",567,"96",16.93121642,"58","50","8","32"
"22K195","P.S. 195 Manhattan Beach",50,50,5,0.8,1.6,0.8,0,91.8,13.8,21.2,43.4,43.5,"P.S. 195 Manhattan Beach",388,"7",1.80412363,"s","s","s","7"
"22K197","P.S. 197 - The Kings Highway Academy",49.7,50.3,27.1,6.3,9.7,1.7,0.5,54.7,13.5,36.9,81.5,79.8,"P.S. 197 - The Kings Highway Academy",1124,"158",14.05693889,"15","s","s","141"
"22K198","P.S. 198 Brooklyn",50,50,5.6,79.8,12.3,0.7,1.3,0.3,18.2,4.6,79.8,78.3,"P.S. 198 Brooklyn",349,"76",21.77650481,"57","23","34","19"
"22K203","P.S. 203 Floyd Bennett School",52.8,47.2,12.1,65.1,10.9,1.6,2,8.3,17.1,12.3,77.8,75.5,"P.S. 203 Floyd Bennett School",585,"88",15.04273564,"17","s","s","36"
"22K206","P.S. 206 Joseph F Lamb",48.7,51.3,40.7,1.4,10,1.6,0.5,45.8,13.6,30.2,73.2,69.4,"P.S. 206 Joseph F Lamb",1609,"67",4.16407697,"13","6","7","52"
"22K207","P.S. 207 Elizabeth G. Leary",49.7,50.3,24.6,28.1,15.2,3.6,1,27.5,20.1,9,53.9,51.5,"P.S. 207 Elizabeth G. Leary",953,"61",6.40083924,"41","7","34","17"
"22K217","P.S. 217 Colonel David Marcus School",50.5,49.5,53.2,5.5,17.4,1.4,1.5,21,13.4,32.9,83,83.1,"P.S. 217 Colonel David Marcus School",970,"142",14.63917494,"53","s","s","89"
"22K222","P.S. 222 Katherine R. Snyder",46.4,53.6,33.3,15.5,14.9,2.8,0.4,33,24.7,12.2,57.5,54.3,"P.S. 222 Katherine R. Snyder",729,"62",8.50480124,"23","s","s","19"
"22K234","J.H.S. 234 Arthur W. Cunningham",48.8,51.2,27.8,7.6,14,1.4,1.1,46.5,15.3,19.7,78.9,76.1,"J.H.S. 234 Arthur W. Cunningham",1439,"88",6.11535795,"6","s","s","82"
"22K236","P.S. 236 Mill Basin",51.2,48.8,19.9,17.4,10.5,3.9,0.4,47.9,17.8,5.9,42.9,40,"P.S. 236 Mill Basin",602,"42",6.97674453,"26","s","s","16"
"22K240","Andries Hudde",46.2,53.8,14.1,52,16.8,0.5,2,14.6,25.9,25.9,89.4,86.9,"Andries Hudde",478,"159",33.26359689,"30","24","6","92"
"22K245","P.S. 245",52.7,47.3,1.8,46.9,45.1,0,4,2.2,26.8,19.2,89.3,79.6,"P.S. 245",239,"23",9.62343067,"19","9","10","s"
"22K251","P.S. 251 Paerdegat",52.8,47.2,6.9,72.6,10.6,1,7.3,1.7,19.8,9.2,85.1,83.1,"P.S. 251 Paerdegat",374,"97",25.93582869,"57","19","38","36"
"22K254","P.S. 254 Dag Hammarskjold",47,53,20.8,1.3,9.7,2,0.6,65.4,14,37.9,68.8,64.8,"P.S. 254 Dag Hammarskjold",748,"90",12.03208566,"34","s","s","54"
"22K255","P.S. 255 Barbara Reing School",49.5,50.5,28.4,2.2,9.8,1.1,0.9,57.4,15.4,31.6,83.2,82.6,"P.S. 255 Barbara Reing School",836,"34",4.06698547,"13","s","s","21"
"22K277","P.S. 277 Gerritsen Beach",52.1,47.9,27.4,3.1,13,0.7,0,55.8,19.9,9.2,54.1,42,"P.S. 277 Gerritsen Beach",302,"9",2.9801324,"8","s","s","s"
"22K278","J.H.S. 278 Marine Park",49.6,50.4,21.5,33.6,17.4,2.8,1,22.8,20.8,10.6,75.3,68.7,"J.H.S. 278 Marine Park",1020,"104",10.19607857,"47","14","33","51"
"22K312","P.S. 312 Bergen Beach",47.8,52.2,10.9,32.6,18.2,1.8,0.6,36,20.7,11.3,57.9,53.9,"P.S. 312 Bergen Beach",700,"85",12.14285716,"37","6","31","46"
"22K315","P.S. K315",49.4,50.6,15.8,44.2,25.4,2.5,1.9,10,22.7,19,86.5,83.8,"P.S. K315",604,"140",23.17880839,"95","27","68","39"
"22K361","P.S. 361 East Flatbush Early Childhood School",50.5,49.5,8.9,66.7,21,1.1,1.1,1.3,28.8,19.9,90.1,88.9,"P.S. 361 East Flatbush Early Childhood School",421,"93",22.09026068,"46","32","14","46"
"22K381","I. S. 381",51.4,48.6,8.9,59.6,18.2,3.6,0.7,8.2,25,10.7,77.5,73.7,"I. S. 381",340,"75",22.0588237,"48","9","39","24"
"22K405","Midwood High School",54.6,45.4,42.8,20.4,13.4,1.3,0.7,20.5,16.7,3.1,73.8,67.2,"Midwood High School",3863,"162",4.19363193,"25","8","17","130"
"22K425","James Madison High School",45.8,54.2,19.6,10.6,16.4,1.1,0.4,51.3,13.2,14.9,71.9,66.9,"James Madison High School",3890,"298",7.66066834,"20","9","11","264"
"22K535","Leon M. Goldstein High School for the Sciences",53.2,46.7,23.5,20.9,13,1.4,0.4,39.9,17.1,1.8,59.6,52.7,"Leon M. Goldstein High School for the Sciences",997,"28",2.8084252,"s","s","s","22"
"22K555","Brooklyn College Academy",57.9,42.1,8.1,72,13.3,0.7,1.1,4.4,15.9,2.4,72.2,60,"Brooklyn College Academy",607,"24",3.9538715,"7","s","s","15"
"22K611","Origins High School",41.3,58.7,20.6,20.4,15.5,0.9,1.5,39.1,14.9,28.7,87,86,"Origins High School",507,"61",12.03155816,"16","s","s","41"
"22K630","Professional Pathways High School",30.6,69.4,7.5,31.2,40.3,0.5,0.5,19.9,33.3,10.8,90.3,84.3,"Professional Pathways High School",233,"27",11.58798262,"8","s","s","16"
"22K853","The Joan Snow Pre-K Center",47.4,52.6,40.1,30.1,15.3,0.3,2.6,11.6,31.3,0,55.1,60,"The Joan Snow Pre-K Center",395,"16",4.05063294,"12","s","s","s"
"22K889","P.S. 889",47.2,52.8,10.1,24.8,23.8,5.4,1,34.9,19.4,5.2,50.9,49.8,"P.S. 889",412,"32",7.76699036,"8","s","s","22"
"22K890","M.S. 890",48.4,51.6,17.6,27.9,37.5,2.6,1.3,13.1,22.1,8.3,79.5,74.9,"M.S. 890",321,"26",8.09968859,"s","s","s","23"
"23K041","P.S. 041 Francis White",50.7,49.3,3.4,67.8,25.3,0.7,0.7,1.4,18.5,11,95,95,"P.S. 041 Francis White",156,"35",22.43589759,"19","s","s","14"
"23K137","P.S. 137 Rachel Jean Mitchell",55.4,44.6,0,68.9,20.9,5.4,1.4,3.4,27,4.7,81.1,85.9,"P.S. 137 Rachel Jean Mitchell",158,"27",17.08860695,"10","s","s","16"
"23K150","P.S. 150 Christopher",51,49,1,54.9,42.2,1,0,1,22.5,11.8,95,95,"P.S. 150 Christopher",121,"34",28.09917331,"27","s","s","s"
"23K155","P.S./ I.S. 155 Nicholas Herkimer",50.1,49.9,1.3,30.2,63.3,0.8,3.8,0.5,19.1,28.6,95,92,"P.S./ I.S. 155 Nicholas Herkimer",408,"168",41.17647111,"126","103","23","41"
"23K156","P.S. 156 Waverly",52.4,47.6,1.1,63.8,30,2,0.9,2.2,24.8,5.5,94.3,93.8,"P.S. 156 Waverly",467,"106",22.69807309,"85","70","15","21"
"23K165","P.S. 165 Ida Posner",51.5,48.5,0.5,79.2,15.3,1.5,1,2,18.3,3,95,92.9,"P.S. 165 Ida Posner",225,"52",23.11111093,"30","s","s","20"
"23K178","P.S. 178 Saint Clair Mckelway",50,50,1.9,58.3,34,0.6,2.2,2.9,14.4,18.9,94.6,94.2,"P.S. 178 Saint Clair Mckelway",347,"130",37.46397793,"110","97","13","17"
"23K184","P.S. 184 Newport",50,50,0.2,65.4,31.9,0.7,1.1,0.7,28.5,9,95,95,"P.S. 184 Newport",480,"173",36.04166806,"128","93","35","33"
"23K284","The Gregory Jocko Jackson School of Sports, Art, a",55.7,44.3,0.5,63,33.3,0.5,0.5,2.3,23.7,8.2,95,95,"The Gregory Jocko Jackson School of Sports, Art, a",223,"39",17.48878956,"26","s","s","11"
"23K298","P.S. 298 Dr. Betty Shabazz",48.3,51.7,0.9,54.6,43.7,0,0.3,0.6,20,16,95,95,"P.S. 298 Dr. Betty Shabazz",384,"145",37.76041567,"120","108","12","23"
"23K323","P.S./I.S. 323",48.6,51.4,0.8,71.2,25.9,1,0.6,0.4,26.5,8.8,95,95,"P.S./I.S. 323",504,"111",22.02380896,"104","87","17","s"
"23K327","P.S. 327 Dr. Rose B. English",50.2,49.8,3.2,62.2,27.9,0.8,3.2,2.8,20.3,13.9,95,95,"P.S. 327 Dr. Rose B. English",266,"86",32.33082592,"80","63","17","s"
"23K363","Brownsville Collaborative Middle School",47.2,52.8,0.3,54.9,40.6,0.7,1.7,1.7,29.4,15.7,95,95,"Brownsville Collaborative Middle School",287,"88",30.66202104,"65","56","9","19"
"23K392","I.S. 392",51.1,48.9,1.9,74.4,20.1,0.6,1.6,1.3,18.8,4.2,85.4,81.2,"I.S. 392",311,"41",13.18327934,"27","s","s","13"
"23K401","Christopher Avenue Community School",41.9,58.1,0.7,45.7,50.2,1.7,0,1.7,16.2,22.7,95,95,"Christopher Avenue Community School",334,"209",62.57485151,"194","184","10","12"
"23K446","Riverdale Avenue Community School",53.4,46.6,2.3,63.7,28.9,1.6,0.3,3.2,21.2,8,95,95,"Riverdale Avenue Community School",325,"83",25.5384624,"48","40","8","34"
"23K493","Brooklyn Collegiate: A College Board School",47.1,52.9,1.2,68.3,21.2,0.2,0.6,0.6,22.8,5.2,86.5,88.2,"Brooklyn Collegiate: A College Board School",511,"95",18.59099865,"70","49","21","21"
"23K514","Frederick Douglass Academy VII High School",47.5,52.5,0.4,73.8,24.2,0.4,0,0,30.3,9.4,93.4,90.1,"Frederick Douglass Academy VII High School",273,"65",23.80952388,"44","31","13","16"
"23K518","Kappa V (Knowledge and Power Preparatory Academy)",47.1,52.9,0,78.8,20,0,0,1.2,31.8,4.7,95,93.4,"Kappa V (Knowledge and Power Preparatory Academy)",106,"40",37.73584962,"25","s","s","11"
"23K522","Mott Hall IV",53.4,46.6,1.7,61.2,31,1.7,1.7,2.6,31.9,7.8,95,95,"Mott Hall IV",119,"34",28.57142985,"18","s","s","13"
"23K599","Brooklyn Landmark Elementary School",53.5,46.5,2.8,66.3,25.7,3.3,0.5,1.3,20.1,6.4,84.8,83.6,"Brooklyn Landmark Elementary School",408,"57",13.97058815,"24","s","s","31"
"23K643","Brooklyn Democracy Academy",52.5,47.5,2.2,65.7,27.6,0,1.7,2.8,27.6,11,90.6,90,"Brooklyn Democracy Academy",210,"38",18.09523851,"28","19","9","8"
"23K644","Eagle Academy for Young Men II",0,100,0.5,80.9,12.9,0,1.4,0.8,31.5,0.6,82.3,84.7,"Eagle Academy for Young Men II",662,"78",11.78247705,"50","32","18","25"
"23K647","Metropolitan Diploma Plus High School",47.6,52.4,1.1,71.4,24.3,0,1.6,1.6,29.1,12.2,92.6,91.1,"Metropolitan Diploma Plus High School",218,"49",22.47706354,"28","15","13","17"
"23K664","Brooklyn Environmental Exploration School (BEES)",50.3,49.7,1.8,59.6,34.5,0.6,1.8,1.8,35.1,19.3,95,91,"Brooklyn Environmental Exploration School (BEES)",182,"47",25.82417727,"23","17","6","21"
"23K668","Riverdale Avenue Middle School",47,53,2.6,66.1,27.8,0,0.9,2.6,34.8,11.3,95,95,"Riverdale Avenue Middle School",118,"18",15.25423676,"14","s","s","s"
"23K671","Mott Hall Bridges Academy",55.7,44.3,0,71.3,24.6,0,2.5,0.8,33.6,3.3,95,95,"Mott Hall Bridges Academy",134,"27",20.14925331,"15","9","6","11"
"23K697","Teachers Preparatory High School",48.5,51.5,1,56.5,33,1.5,0.5,3.5,35.5,19.5,94,95,"Teachers Preparatory High School",198,"62",31.31313026,"54","42","12","7"
"24Q005","I.S. 5 - The Walter Crowley Intermediate School",47.8,52.2,37.3,1,58.2,0.5,0.6,2.5,17.7,24.2,87.8,81.5,"I.S. 5 - The Walter Crowley Intermediate School",1347,"201",14.92204964,"54","s","s","146"
"24Q007","P.S. 007 Louis F. Simeone",48.8,51.2,58.2,0.8,35.9,1,1.6,2.5,12.8,34.5,85.3,77.5,"P.S. 007 Louis F. Simeone",1259,"188",14.93248641,"43","36","7","137"
"24Q012","P.S. 012 James B. Colgate",44.1,55.9,55.3,0.6,38.7,1.4,1.1,3,16.3,38.7,86.4,79.8,"P.S. 012 James B. Colgate",898,"160",17.81737208,"11","s","s","148"
"24Q013","P.S. 013 Clement C. Moore",50.9,49.1,24.4,7.8,62.2,0.3,0.5,4.7,19.4,34.3,89.9,84.4,"P.S. 013 Clement C. Moore",980,"225",22.95918316,"23","s","s","194"
"24Q014","P.S. 014 Fairview",49.7,50.3,2.4,0.8,94.1,0.4,0.7,1.6,17,64.3,92.5,88.8,"P.S. 014 Fairview",1111,"271",24.39243942,"41","28","13","227"
"24Q016","P.S. Q016 The Nancy DeBenedittis School",50.3,49.7,0.9,0.2,98,0,0.3,0.6,14.5,59,95,94.4,"P.S. Q016 The Nancy DeBenedittis School",1080,"582",53.88888717,"30","24","6","549"
"24Q019","P.S. 019 Marino Jeantet",49.2,50.8,1.9,0,96.9,0,0.3,0.9,24.9,67.7,95,90.3,"P.S. 019 Marino Jeantet",1696,"486",28.65566015,"21","s","s","463"
"24Q028","P.S. 28 - The Thomas Emanuel Early Childhood Cente",42.6,57.4,3.6,0.7,94.6,0,0.7,0.4,25.3,65.3,90.6,85.2,"P.S. 28 - The Thomas Emanuel Early Childhood Cente",302,"63",20.86092681,"8","s","s","51"
"24Q049","P.S. 049 Dorothy Bonawit Kole",50.6,49.4,24.1,0.7,30.3,2.6,0.2,42,17.4,9.3,49.5,47.4,"P.S. 049 Dorothy Bonawit Kole",1253,"93",7.42218643,"6","s","s","87"
"24Q058","P.S. 58 - The School of Heroes",47.1,52.9,36.6,0.6,47.8,1.5,0.9,12.5,17.3,15,79.6,69.6,"P.S. 58 - The School of Heroes",815,"65",7.97545984,"11","s","s","54"
"24Q061","I.S. 061 Leonardo Da Vinci",50.1,49.9,3,1.3,94.2,0.1,0.3,1,16.6,44.8,95,90.6,"I.S. 061 Leonardo Da Vinci",2320,"817",35.21551788,"84","68","16","730"
"24Q068","P.S. 068 Cambridge",52.2,47.6,2.8,2.8,83.4,2.5,0.4,8.1,23.8,24.2,81.7,78.5,"P.S. 068 Cambridge",492,"104",21.13821208,"20","s","s","83"
"24Q071","P.S. 071 Forest",48.8,51.2,5.8,0.6,62.9,0.8,1.9,28.1,13.3,24.4,81.7,73.4,"P.S. 071 Forest",551,"80",14.51905668,"13","s","s","66"
"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School",47,53,28.8,0.4,59.2,0.6,0.2,10.8,17.7,17.2,77.8,71.4,"I.S. 73 - The Frank Sansivieri Intermediate School",1747,"182",10.41785926,"18","s","s","160"
"24Q077","Joseph F. Quinn Intermediate School 77",45.4,54.6,4.1,1.8,88.7,0,0.3,5.1,26.2,33.8,84.6,82.6,"Joseph F. Quinn Intermediate School 77",648,"131",20.21604925,"26","s","s","103"
"24Q081","P.S. 81Q Jean Paul Richter",48.2,51.8,3.4,1.7,87.2,0.3,0,7.5,20.5,35,89.7,83.8,"P.S. 81Q Jean Paul Richter",737,"205",27.81546712,"28","21","7","176"
"24Q087","P.S./I.S. 087 Middle Village",48.7,51.3,7.4,0.6,60.4,2.3,0.8,28.5,24.1,14,72,66.1,"P.S./I.S. 087 Middle Village",558,"46",8.24372768,"11","s","s","33"
"24Q088","P.S. 088 Seneca",49.8,50.2,7.8,1,60.1,1.5,0.7,28.9,21.9,16.3,76.8,71.4,"P.S. 088 Seneca",731,"76",10.39671674,"8","s","s","66"
"24Q089","P.S. 89Q: The Jose Peralta School of Dreamers",47,53,18.9,0.5,78.2,0.5,0.2,1.6,19.7,52.7,91.1,85.9,"P.S. 89Q: The Jose Peralta School of Dreamers",1189,"236",19.84861195,"17","s","s","216"
"24Q091","P.S. 091 Richard Arkwright",45,55,5.6,2.8,55.6,0.6,1.1,34.3,18.2,13.5,73.6,62.9,"P.S. 091 Richard Arkwright",836,"45",5.38277514,"14","s","s","28"
"24Q093","I.S. 093 Ridgewood",46.1,53.9,5.3,1.2,77,0.7,0.4,15.5,21.7,29.6,93.8,76.6,"I.S. 093 Ridgewood",1117,"253",22.64995575,"19","s","s","170"
"24Q102","P.S. 102 Bayview",49.1,50.9,59.7,1.8,34.9,1.5,0.4,1.6,14,22.8,77.9,72.2,"P.S. 102 Bayview",1217,"146",11.99671328,"76","s","s","68"
"24Q110","P.S. 110",51.1,48.9,3.4,0,94.8,0,0.4,1.4,19.3,56.1,94,89.8,"P.S. 110",892,"262",29.37219739,"10","s","s","252"
"24Q113","P.S./I.S. 113 Anthony J. Pranzo",46.5,53.5,11.6,1.8,43.2,2,0.6,40.8,14.2,8.8,53.5,47.3,"P.S./I.S. 113 Anthony J. Pranzo",816,"63",7.72058815,"7","s","s","54"
"24Q119","P.S./I.S. 119 The Glendale",49.3,50.7,31.3,1.4,31.8,2.4,0.6,32.5,10.9,9.5,71.9,53.2,"P.S./I.S. 119 The Glendale",1222,"118",9.65630114,"s","s","s","111"
"24Q125","I.S. 125 Thom J. McCann Woodside",48.9,51,27.5,1.7,65,0.7,0.7,4.4,19.6,26.1,83.7,80.9,"I.S. 125 Thom J. McCann Woodside",1600,"311",19.43749934,"57","48","9","253"
"24Q128","P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",46.5,53.5,8.2,1.7,26.9,2.4,0.5,60.3,17.4,6.8,48.4,42.6,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",643,"37",5.75427674,"8","s","s","27"
"24Q143","P.S. 143 Louis Armstrong",49.9,50.1,1.8,1.5,95.3,0.2,0.4,0.8,18.5,67.7,92.7,89.3,"P.S. 143 Louis Armstrong",1566,"523",33.39719176,"139","114","25","383"
"24Q153","P.S. 153 Maspeth Elem",50.4,49.6,14,0.6,46.7,0.8,0.6,37.3,15.8,18,67.5,63.1,"P.S. 153 Maspeth Elem",849,"56",6.59599528,"14","s","s","42"
"24Q199","P.S. 199 Maurice A. Fitzgerald",50.7,49.3,23.5,1.6,64,1.6,0.9,8.5,17.6,50.7,85.3,82.7,"P.S. 199 Maurice A. Fitzgerald",606,"156",25.74257553,"112","104","8","44"
"24Q211","Elm Tree Elementary School",53.1,46.9,6.3,3.4,87.4,0,0.8,2.2,18.3,56.5,93.5,92.4,"Elm Tree Elementary School",898,"466",51.89309716,"26","14","12","439"
"24Q229","P.S. 229 Emanuel Kaplan",50.5,49.5,39.4,1.5,45.4,0.7,0.6,12.3,20,16.4,75,66.6,"P.S. 229 Emanuel Kaplan",1138,"144",12.65377849,"37","s","s","104"
"24Q236","International High School for Health Sciences",47.2,52.8,9.1,0.8,83,0,0.4,4.5,1.9,80.4,85.3,93.9,"International High School for Health Sciences",276,"64",23.18840623,"11","s","s","51"
"24Q239","P.S. 239",49.3,50.7,7.6,3.4,80.2,0,0.7,8,21.7,38.5,87.6,82.3,"P.S. 239",454,"129",28.41409743,"27","16","11","100"
"24Q264","Academy of Finance and Enterprise",44.7,55.3,18.5,4,46.7,0.2,0.7,10.2,13.4,5.5,83,74.2,"Academy of Finance and Enterprise",824,"41",4.97572832,"7","s","s","32"
"24Q267","High School of Applied Communication",41.8,58.2,13.4,5.1,70.7,0,0.7,8.1,20.3,20.3,84.8,84.1,"High School of Applied Communication",401,"54",13.46633434,"19","s","s","30"
"24Q290","A.C.E. Academy for Scholars at the Geraldine Ferra",50.7,49.3,8.9,0.5,54.1,4.1,0.7,31.6,15.1,14.7,66,62.9,"A.C.E. Academy for Scholars at the Geraldine Ferra",580,"37",6.37931004,"s","s","s","34"
"24Q293","Civic Leadership Academy",51.9,48.1,13,2.3,80.1,0.4,0,3.6,18.8,15.5,83.3,85,"Civic Leadership Academy",575,"67",11.65217385,"6","s","s","59"
"24Q296","Pan American International High School",46.9,53.1,0.2,0.2,98.7,0,0,0,1.7,87.7,95,95,"Pan American International High School",549,"391",71.22039795,"36","29","7","354"
"24Q299","Bard High School Early College Queens",63.2,36.8,29.4,18.9,27.6,2.9,0.6,20.6,13.1,0.6,62.9,55.3,"Bard High School Early College Queens",664,"26",3.91566269,"s","s","s","21"
"24Q305","Learners and Leaders",51.6,48.4,7.4,1.3,79,1.3,1.6,9.4,24.6,30.1,83.5,77.7,"Learners and Leaders",466,"111",23.8197431,"8","s","s","100"
"24Q307","Pioneer Academy",51,49,1.8,0.6,96.8,0.1,0.3,0.4,18.5,49.7,93,89.2,"Pioneer Academy",777,"175",22.52252251,"13","s","s","161"
"24Q311","Corona Arts & Sciences Academy",46.8,53.2,0.9,0.3,98.4,0,0,0.4,21.2,35,95,92.1,"Corona Arts & Sciences Academy",759,"195",25.69169998,"8","s","s","187"
"24Q330","Helen M. Marshall School",49.5,50.5,2.8,3.2,92.6,0.6,0.2,0.6,16.5,54.3,94,92.6,"Helen M. Marshall School",546,"272",49.81684983,"101","s","s","137"
"24Q331","Mosaic Pre-K Center",48.1,51.9,16.5,1.7,67,0.3,1.3,13.2,22,0,75.1,73.1,"Mosaic Pre-K Center",1225,"137",11.18367314,"50","38","12","83"
"24Q343","The Children's Lab School",46.9,52.9,21.5,1.5,56.4,2.6,0.7,17.4,25.4,28.2,74.4,67.3,"The Children's Lab School",499,"69",13.82765472,"19","s","s","47"
"24Q419","MS 419",49.1,50.9,2.5,2.3,94.2,0,0.5,0.5,16.3,45.1,93.5,91.3,"MS 419",414,"153",36.95652187,"40","s","s","112"
"24Q455","Newtown High School",43.8,56.2,21.1,3.3,68.5,0.1,0.5,4.6,16.5,33.9,76.2,87.5,"Newtown High School",2191,"311",14.1944319,"66","56","10","238"
